round,round_time,sched_delay,response_collection_time
1,195.86156845092773,22.11551856994629,173.7419593334198
2,368.27371287345886,27.695072650909424,144.71576356887817
3,560.4189519882202,19.991156816482544,172.15438842773438
4,737.9599449634552,24.67587161064148,152.86378598213196
5,914.598167181015,24.816314935684204,151.8220853805542
6,1099.5993039608002,20.732016563415527,164.2686252593994
7,1271.24254488945,18.688459396362305,152.9543673992157
8,1449.5607869625092,18.438562631607056,159.87814378738403
9,1629.8941640853882,23.970824003219604,156.3626046180725
10,1815.8247520923615,16.072662591934204,169.85683679580688
11,1979.4316992759705,7.640063524246216,155.9662492275238
12,2126.0807826519012,8.077235698699951,138.57169032096863
13,2295.338643550873,8.104762315750122,161.15294551849365
14,2467.8889553546906,22.226152181625366,150.32373905181885
15,2622.8549830913544,29.779916524887085,125.1854338645935
16,2779.0433106422424,16.68617033958435,139.5014612674713
17,2948.8012318611145,16.18213176727295,153.57534098625183
18,3125.2858850955963,12.270599126815796,164.2145676612854
19,3262.5600414276123,20.37789487838745,116.8963794708252
20,3418.015961408615,26.618539810180664,128.83552622795105
21,3584.501124858856,15.495808839797974,150.98943972587585
22,3770.0922281742096,21.089326858520508,164.50206685066223
23,3931.4763243198395,21.95122790336609,139.43105578422546
24,4084.95157456398,24.166993618011475,129.3086485862732
25,4273.159870147705,21.82344961166382,166.38371658325195
26,4434.1852061748505,18.807064533233643,142.21802687644958
27,4588.586899280548,20.894001960754395,133.50683426856995
28,4755.254356384277,16.86984944343567,149.79668283462524
29,4908.618609666824,22.916931867599487,130.44704961776733
30,5042.139925003052,26.59587335586548,106.92518377304077
31,5200.179877281189,15.579849243164062,142.45984554290771
32,5369.023694515228,15.014066934585571,153.82950353622437
33,5513.312064886093,22.027356147766113,122.26013231277466
34,5701.547613859177,19.703893661499023,168.53161597251892
35,5880.114043951035,27.81814956665039,150.7484028339386
36,6049.629770994186,10.374295949935913,159.14143753051758
37,6228.585620641708,8.762110948562622,170.19226241111755
38,6413.744788885117,20.41465473175049,164.7446801662445
39,6575.509008407593,17.943723678588867,143.8195924758911
40,6734.743066549301,23.459277391433716,135.77556681632996
41,6887.738559007645,14.142377614974976,138.85150265693665
42,7040.346945762634,21.25317692756653,131.35504531860352
43,7179.370501756668,19.883990049362183,119.13836073875427
44,7295.541477441788,20.969582319259644,95.20171451568604
45,7441.223909139633,15.351567506790161,130.32967400550842
46,7796.105226516724,7.870237827301025,153.60657262802124
47,7951.621597766876,21.340421676635742,134.1763265132904
48,8088.842536211014,17.710837841033936,119.50928378105164
49,8269.326056957245,14.462413787841797,166.02005696296692
50,8445.348534822464,9.943917274475098,166.07868719100952
51,8591.453994512558,20.168526649475098,125.93623566627502
52,8736.099369764328,21.737825632095337,122.90622854232788
53,8878.315947532654,21.19294309616089,121.02388143539429
54,9048.58951163292,12.840036392211914,157.43309998512268
55,9214.586656093597,19.545572519302368,146.45273423194885
56,9378.855510950089,13.12995171546936,151.1370348930359
57,9536.917556762695,14.508667230606079,143.55286359786987
58,9697.765488624573,11.071942806243896,149.77446055412292
59,9855.117166757584,15.214482307434082,142.1367645263672
60,10035.095351457596,10.939729928970337,169.03880167007446
61,10202.723891973495,15.640010833740234,151.98795175552368
62,10364.40474486351,9.158138036727905,152.5223250389099
63,10518.711746692657,18.977042198181152,135.33060908317566
64,10674.653564214706,16.517536640167236,139.42252492904663
65,10843.460758209229,16.782450914382935,152.02374958992004
66,11014.397926568985,11.388795375823975,159.54801392555237
67,11193.625566959381,18.154924392700195,161.07242274284363
68,11369.852893352509,11.323518991470337,164.90388751029968
69,11526.94229722023,20.479478359222412,136.6101508140564
70,11692.53511762619,19.913471460342407,145.6777789592743
71,11871.248074293137,9.198668718338013,169.5134632587433
72,12038.27328157425,24.058136701583862,142.96647834777832
73,12213.400672674179,8.11101508140564,167.01608276367188
74,12370.141425132751,16.326526880264282,140.42416620254517
75,12534.532218933105,12.00045132637024,152.37974166870117
76,12707.927892923355,23.177973747253418,150.21706438064575
77,12879.875109672546,17.249849796295166,154.6969757080078
78,13055.780815601349,9.194897174835205,166.70923233032227
79,13201.82622885704,25.93526315689087,120.10996270179749
80,13383.347305297852,23.348055124282837,158.17303133010864
81,13527.912813663483,16.515376567840576,128.04925990104675
82,13694.895092010498,20.639647006988525,146.34257054328918
83,13859.27687716484,17.630671977996826,146.75144791603088
84,14010.720986366272,24.47420597076416,126.96926093101501
85,14182.406537532806,15.120280981063843,156.56449842453003
86,14332.107066392899,22.25957179069519,127.44066023826599
87,14499.906068086624,14.79051947593689,153.00918173789978
88,14668.978821516037,18.544896125793457,150.52569150924683
89,14844.031293153763,22.79610586166382,152.25572776794434
90,14994.401902198792,16.394201517105103,133.9767529964447
91,15114.588322877884,15.890564918518066,104.29515838623047
92,15280.933802604675,17.118807077407837,149.2264015674591
93,15447.931495428085,17.659430980682373,149.33744287490845
94,15644.223020553589,27.476163625717163,168.81680703163147
95,15756.092036247253,15.414639472961426,96.45235419273376
96,15933.240787267685,14.615801811218262,162.5372393131256
97,16094.731004476547,15.633633613586426,145.8508379459381
98,16269.24412035942,14.317310571670532,160.19673371315002
99,16440.0698325634,11.637183666229248,159.1878433227539
100,16572.64158654213,17.58396577835083,114.98716378211975
101,16729.74550151825,12.272025346755981,144.83100485801697
102,16889.364679813385,26.569983959197998,133.0474033355713
103,17054.42236804962,12.556196451187134,152.67322611808777
104,17209.35331749916,24.428223609924316,130.33159732818604
105,17391.814172029495,14.020943641662598,168.4373881816864
106,17569.670306682587,13.451830387115479,164.40429711341858
107,17707.9616625309,18.474178791046143,119.82058954238892
108,17881.063485860825,19.281370639801025,153.81527495384216
109,18067.117680072784,15.03257417678833,171.02066802978516
110,18222.55739879608,20.23760461807251,135.2008831501007
111,18381.964757680893,8.309813261032104,151.09716653823853
112,18524.750196933746,16.613160610198975,126.1715726852417
113,18684.001936912537,9.144955158233643,150.10881686210632
114,18850.894575834274,24.043421030044556,142.8468518257141
115,19000.618732452393,15.657684087753296,134.0668330192566
116,19153.010235786438,16.555105447769165,135.83639788627625
117,19291.630391836166,27.043938875198364,111.57499408721924
118,19399.469134569168,16.158998250961304,91.67811012268066
119,19575.089389801025,16.707561492919922,158.9125063419342
120,19714.059930324554,16.427969455718994,122.54242873191833
121,19858.068821668625,22.53847575187683,121.47042417526245
122,20025.075757026672,21.320159912109375,145.68555164337158
123,20186.058861494064,11.300512790679932,149.68165683746338
124,20353.027173757553,8.327047348022461,158.64158749580383
125,20515.331003665924,20.777921676635742,141.52417159080505
126,20684.55088019371,12.48235273361206,156.73763966560364
127,20857.759348154068,10.757641553878784,162.45066118240356
