round,cnt,moving_loss,avg_moving_loss,trained_size
1,100,498.57945857810716,4.985794585781072,40000
2,100,367.8087994408894,3.678087994408894,40000
3,100,338.89356571872486,3.3889356571872487,40000
4,100,320.2069858627365,3.2020698586273646,40000
5,100,299.668464219334,2.99668464219334,40000
6,100,286.3582118477093,2.863582118477093,40000
7,100,282.9287027833722,2.8292870278337223,40000
8,100,266.92975297749115,2.6692975297749113,40000
9,100,270.36726273883863,2.703672627388386,40000
10,100,264.0050873980994,2.6400508739809943,40000
11,100,262.3604163352233,2.623604163352233,40000
12,100,262.8448650149825,2.6284486501498248,40000
13,100,260.60013666744123,2.606001366674412,40000
14,100,243.46960197100836,2.4346960197100835,40000
15,100,244.82648595159168,2.4482648595159167,40000
16,100,233.88465131185077,2.338846513118508,40000
17,100,227.1972790620003,2.271972790620003,40000
18,100,229.22686954187256,2.2922686954187257,40000
19,100,222.6534674225167,2.2265346742251673,40000
20,100,218.85288512979886,2.188528851297989,40000
21,100,212.21762202420467,2.122176220242047,40000
22,100,210.5808676593782,2.105808676593782,40000
23,100,216.49072337154303,2.1649072337154305,40000
24,100,210.06667086149102,2.1006667086149102,40000
25,100,202.94801463741615,2.0294801463741616,40000
26,100,201.28356304254726,2.0128356304254726,40000
27,100,203.48770263772167,2.0348770263772167,40000
28,100,190.6243726090573,1.9062437260905731,40000
29,100,189.38612072276155,1.8938612072276155,40000
30,100,182.43387771717235,1.8243387771717234,40000
31,100,187.3862526773779,1.8738625267737792,40000
32,100,179.60217892783575,1.7960217892783574,40000
33,100,177.46666555653522,1.774666655565352,40000
34,100,178.1802553058999,1.781802553058999,40000
35,100,171.399362687994,1.71399362687994,40000
36,100,168.0388822024281,1.680388822024281,40000
37,100,162.8602372675129,1.628602372675129,40000
38,100,167.0113724847868,1.670113724847868,40000
39,100,172.2112714651261,1.722112714651261,40000
40,100,161.3502564923775,1.6135025649237749,40000
41,100,161.58018146952892,1.6158018146952893,40000
42,101,168.92115577504455,1.6724866908420253,40400
43,100,161.39210094872377,1.6139210094872376,40000
44,100,150.96116803353425,1.5096116803353425,40000
45,100,159.5042625035713,1.595042625035713,40000
46,100,149.732682725559,1.49732682725559,40000
47,100,157.92879915980433,1.5792879915980433,40000
48,100,151.47021408260582,1.5147021408260581,40000
49,100,151.1713388662436,1.5117133886624359,40000
50,100,140.31091743333775,1.4031091743333775,40000
51,100,151.34652107203033,1.5134652107203033,40000
52,100,146.6440059218166,1.4664400592181661,40000
53,100,142.19920688331786,1.4219920688331786,40000
54,100,145.0477497548065,1.450477497548065,40000
55,100,149.56542582966807,1.4956542582966807,40000
56,100,141.7536701083647,1.417536701083647,40000
57,100,140.09435717005132,1.4009435717005132,40000
58,100,139.93569604196855,1.3993569604196856,40000
59,100,132.85653256534587,1.3285653256534586,40000
60,100,139.10773912791592,1.3910773912791592,40000
61,100,132.70744341093314,1.3270744341093315,40000
62,100,139.42510904013955,1.3942510904013954,40000
63,100,136.12465470135706,1.3612465470135706,40000
64,100,129.25921835198795,1.2925921835198795,40000
65,100,136.59446588938457,1.3659446588938458,40000
66,100,130.78440135450901,1.3078440135450902,40000
67,100,127.97412375470608,1.279741237547061,40000
68,101,129.39786299589724,1.2811669603554183,40400
69,100,131.59169638898382,1.3159169638898383,40000
70,100,128.17184071133735,1.2817184071133736,40000
71,100,114.80802395702798,1.1480802395702798,40000
72,101,128.8358036518596,1.2756020163550457,40400
73,100,125.13877392878983,1.2513877392878983,40000
74,100,121.70731816419682,1.2170731816419682,40000
75,100,126.21067637194554,1.2621067637194554,40000
76,100,127.22600906842531,1.2722600906842532,40000
77,100,125.68525491511056,1.2568525491511056,40000
78,100,125.37875258727472,1.253787525872747,40000
79,100,115.67749787521728,1.1567749787521728,40000
80,101,123.75008094600426,1.225248326198062,40400
81,100,114.63518468062955,1.1463518468062954,40000
82,100,116.34493816968836,1.1634493816968836,40000
83,100,125.34714468797314,1.2534714468797314,40000
84,100,119.6053757024137,1.196053757024137,40000
85,100,115.68336261188644,1.1568336261188643,40000
86,100,111.99444252656139,1.1199444252656139,40000
87,100,114.72181722357864,1.1472181722357864,40000
88,100,108.37035856148846,1.0837035856148847,40000
89,100,113.26909111179886,1.1326909111179886,40000
90,100,108.64968708028384,1.0864968708028384,40000
91,100,117.04699692886915,1.1704699692886915,40000
92,100,118.49189104645225,1.1849189104645226,40000
93,100,119.11341042831941,1.1911341042831942,40000
