round,round_time,sched_delay,response_collection_time
1,223.17817568778992,49.07235360145569,174.10354328155518
2,476.75486040115356,63.5087628364563,190.06749558448792
3,677.951663017273,27.643436908721924,173.55279922485352
4,884.5833656787872,40.264591455459595,166.36712050437927
5,1110.0849723815918,57.03688430786133,168.46430683135986
6,1444.3758709430695,168.2041347026825,166.08631825447083
7,1791.8118352890015,157.27612352371216,190.15950107574463
8,1982.3261890411377,25.234459161758423,165.27964782714844
9,2202.4615094661713,50.59865355491638,169.53610610961914
10,2412.171252965927,56.90040993690491,152.8090009689331
11,2799.877021551132,223.4954330921173,164.20999217033386
12,2966.724974155426,20.644439220428467,146.20330595970154
13,3136.5035083293915,17.334134101867676,152.44391870498657
14,3701.968822002411,392.9606237411499,172.5044596195221
15,3916.6088919639587,42.83800220489502,171.80165648460388
16,4130.019451618195,46.04578971862793,167.3644151687622
17,4374.893704891205,80.1855776309967,164.68822860717773
18,4657.697760343552,122.3013060092926,160.50240397453308
19,4834.519836902618,27.618515968322754,149.2032287120819
20,4997.562172651291,29.668609142303467,133.37325382232666
21,5252.850480079651,95.84642171859741,159.44182777404785
22,5534.352872371674,121.16971635818481,160.33216667175293
23,5714.984773635864,45.89560389518738,134.7360270023346
24,5917.55300617218,30.54832363128662,172.01934599876404
25,6184.2953424453735,105.20563101768494,161.5361931324005
26,6515.396352767944,172.5992889404297,158.50144600868225
27,6702.7501745224,28.280446529388428,159.073016166687
28,6962.798207044601,83.83228325843811,176.2152771949768
29,7457.636220216751,304.3908061981201,190.44690871238708
30,7697.9860990047455,49.811832904815674,190.53758811950684
31,7975.5091824531555,89.18852591514587,188.33414840698242
32,8266.456604719162,102.49832725524902,188.4487431049347
33,8456.304323673248,24.285375595092773,165.56205654144287
34,8689.871969461441,63.83433508872986,169.7328679561615
35,8852.568456888199,30.41982865333557,132.27636766433716
36,9090.769150972366,84.4527976512909,153.74745869636536
37,9372.150438308716,144.12778902053833,137.25289463996887
38,9719.896280050278,201.32439851760864,146.4212737083435
39,9947.807263612747,90.9807379245758,136.92982864379883
40,10307.781432151794,198.41439771652222,161.55961418151855
41,10511.07978272438,56.07802391052246,147.2201328277588
42,10688.715667963028,28.109649896621704,149.52553939819336
