round,cnt,moving_loss,avg_moving_loss,trained_size
31,100,152.19965828481656,1.5219965828481656,40000
32,100,131.89210866064352,1.3189210866064351,40000
33,100,121.59224387233371,1.2159224387233372,40000
34,100,127.43902358517359,1.2743902358517358,40000
35,100,134.31595389385595,1.3431595389385595,40000
36,100,114.08280657096584,1.1408280657096583,40000
37,100,120.4434677030727,1.204434677030727,40000
38,100,127.51471815541369,1.2751471815541369,40000
39,100,124.90378645004938,1.2490378645004938,40000
40,100,123.17336107200225,1.2317336107200225,40000
41,100,126.30138790826335,1.2630138790826335,40000
42,100,124.64279798186618,1.2464279798186617,40000
43,100,126.66644309170208,1.2666644309170207,40000
44,100,113.25002428651177,1.1325002428651176,40000
45,100,109.77724895687575,1.0977724895687575,40000
46,100,121.16090057268057,1.2116090057268059,40000
47,100,106.38036994667551,1.0638036994667552,40000
48,100,112.2821473628989,1.122821473628989,40000
49,101,116.77162442513405,1.156154697278555,40400
50,100,108.13577299074043,1.0813577299074044,40000
51,100,111.90782473408807,1.1190782473408807,40000
52,100,98.51185894473215,0.9851185894473216,40000
53,100,109.29137333823058,1.0929137333823058,40000
54,100,113.2654929153056,1.132654929153056,40000
55,100,100.41224979517267,1.0041224979517267,40000
56,100,105.18526701376423,1.0518526701376423,40000
57,100,110.29105063783555,1.1029105063783555,40000
58,100,112.99285728510792,1.129928572851079,40000
59,100,119.94515266669481,1.199451526666948,40000
60,100,115.76029529972908,1.1576029529972909,40000
61,100,109.15857687164971,1.0915857687164972,40000
62,100,113.33971672314665,1.1333971672314664,40000
63,100,93.87517004006745,0.9387517004006745,40000
64,100,101.19111567519231,1.011911156751923,40000
65,100,93.31572781051835,0.9331572781051836,40000
66,100,103.35420996824982,1.0335420996824982,40000
67,100,114.88290852785453,1.1488290852785452,40000
68,100,107.0601492566093,1.070601492566093,40000
69,100,101.15466456900916,1.0115466456900917,40000
70,100,103.78981364706445,1.0378981364706446,40000
71,100,107.04359012607141,1.070435901260714,40000
72,100,104.60863118528256,1.0460863118528256,40000
73,100,99.83202408668114,0.9983202408668115,40000
74,100,93.70817668320946,0.9370817668320945,40000
75,100,110.48408690964018,1.1048408690964018,40000
76,100,100.34351252683379,1.003435125268338,40000
77,100,101.57501116569057,1.0157501116569057,40000
78,100,98.63427654614493,0.9863427654614493,40000
79,100,93.20925261308555,0.9320925261308556,40000
80,100,102.62896581943897,1.0262896581943897,40000
81,100,105.40004176699269,1.054000417669927,40000
82,100,104.02097984942745,1.0402097984942744,40000
83,100,97.5529956450128,0.975529956450128,40000
84,100,95.38001758184242,0.9538001758184242,40000
85,100,103.26879450775772,1.0326879450775772,40000
86,100,98.77191999994542,0.9877191999994542,40000
87,100,102.05477323060704,1.0205477323060703,40000
88,100,98.79593618537015,0.9879593618537015,40000
89,100,101.4096014619083,1.014096014619083,40000
90,100,97.82753362576511,0.9782753362576512,40000
91,100,101.1732678067756,1.011732678067756,40000
92,100,97.35857526984903,0.9735857526984902,40000
93,101,85.45271972072234,0.84606653188834,40400
94,100,93.95975849511139,0.9395975849511139,40000
95,100,94.95478393411335,0.9495478393411335,40000
96,100,100.70550955569148,1.0070550955569149,40000
97,100,94.51603883652471,0.9451603883652472,40000
98,100,93.37336630364825,0.9337336630364825,40000
99,100,94.29770880274711,0.942977088027471,40000
100,100,89.00699021827513,0.8900699021827514,40000
101,100,98.2170529329688,0.982170529329688,40000
102,100,88.56560992258457,0.8856560992258458,40000
103,100,92.584200021653,0.9258420002165301,40000
104,100,88.70109497569767,0.8870109497569767,40000
105,100,90.57212901227071,0.9057212901227071,40000
106,100,88.81604635732724,0.8881604635732724,40000
107,100,92.62319644154228,0.9262319644154228,40000
108,100,92.57676319542196,0.9257676319542196,40000
109,100,90.52372682920863,0.9052372682920863,40000
110,100,90.69900838937598,0.9069900838937598,40000
111,100,89.37667381411673,0.8937667381411672,40000
112,100,94.08574926536349,0.9408574926536349,40000
113,100,86.27045747744033,0.8627045747744033,40000
114,100,90.4587845675358,0.904587845675358,40000
115,100,88.09331401471172,0.8809331401471172,40000
116,100,95.77957480323659,0.9577957480323659,40000
117,100,82.65428990912788,0.8265428990912789,40000
118,100,91.24365376777376,0.9124365376777377,40000
119,100,87.37928157066509,0.8737928157066509,40000
120,100,100.35427122264542,1.0035427122264542,40000
121,100,96.6695751660586,0.9666957516605861,40000
122,100,87.59617536831469,0.8759617536831469,40000
123,100,88.73115033415739,0.8873115033415739,40000
124,100,87.94751501936081,0.8794751501936081,40000
125,100,88.151434835425,0.8815143483542499,40000
126,100,80.75980065225313,0.8075980065225313,40000
127,100,76.78887726744645,0.7678887726744645,40000
128,100,83.06544531087255,0.8306544531087254,40000
129,100,87.03534629022452,0.8703534629022452,40000
130,100,80.80371307244812,0.8080371307244811,40000
131,100,91.71436425377797,0.9171436425377797,40000
132,100,78.27195267007474,0.7827195267007474,40000
133,100,86.19509535715532,0.8619509535715533,40000
134,100,84.57284309460645,0.8457284309460645,40000
135,100,80.34879440826242,0.8034879440826243,40000
136,100,87.22356557951315,0.8722356557951315,40000
137,100,99.31133400958547,0.9931133400958546,40000
138,100,90.00124754346866,0.9000124754346867,40000
139,100,72.63889113316104,0.7263889113316104,40000
140,100,84.95149628821551,0.8495149628821551,40000
141,100,85.27252739567788,0.8527252739567789,40000
142,100,71.97064682396514,0.7197064682396515,40000
143,100,91.09549829232026,0.9109549829232025,40000
144,100,81.89595703880742,0.8189595703880742,40000
145,100,78.10606717089681,0.7810606717089681,40000
146,100,79.19275459606095,0.7919275459606095,40000
147,100,89.57750562846543,0.8957750562846543,40000
148,100,92.93267285975931,0.929326728597593,40000
149,100,91.40132437985073,0.9140132437985073,40000
150,100,87.56727151282637,0.8756727151282636,40000
