round,round_time,sched_delay,response_collection_time
1,151.36408710479736,4.019790172576904,147.37418389320374
2,295.9529514312744,5.0131402015686035,139.57001638412476
3,423.77438020706177,3.6791367530822754,124.14048385620117
4,568.4861855506897,3.0719268321990967,141.62807965278625
5,706.0686900615692,4.21804404258728,133.35209941864014
6,852.433185338974,3.1248221397399902,143.2480766773224
7,994.6836576461792,2.7902870178222656,139.4361584186554
8,1128.6711087226868,3.7188098430633545,130.26297640800476
9,1263.6687648296356,2.925933837890625,132.0530776977539
10,1408.314133644104,2.9212646484375,141.71679425239563
11,1551.3101427555084,3.5343053340911865,139.45297765731812
12,1691.6476964950562,3.6654932498931885,136.66117644309998
13,1836.3420388698578,2.840827703475952,141.8495864868164
14,1979.8253724575043,3.779756784439087,139.6976294517517
15,2107.6204855442047,2.869854211807251,124.92990446090698
16,2250.1257841587067,3.220637798309326,139.26607847213745
17,2376.1455817222595,3.082824468612671,122.93511486053467
18,2518.980893611908,3.5822038650512695,139.2506103515625
19,2663.8554446697235,3.2375686168670654,141.60369157791138
20,2798.4294669628143,4.7806878089904785,129.79856657981873
21,2930.4619295597076,2.938344955444336,129.08159637451172
22,3054.637732028961,2.7106432914733887,121.45715975761414
23,3188.793236017227,4.516115427017212,129.63651251792908
24,3323.2379772663116,2.9826393127441406,131.45461678504944
25,3466.002777814865,2.9708797931671143,139.77837824821472
26,3591.054885864258,3.638662576675415,121.41958165168762
27,3737.4585678577423,3.4348926544189453,142.94344782829285
28,3872.216735601425,4.1070942878723145,130.65273928642273
29,4005.146786212921,2.661449432373047,130.25123405456543
30,4148.912401914597,3.305542230606079,140.4595341682434
31,4295.434132575989,4.82926082611084,141.68548464775085
32,4430.793213844299,4.611685037612915,130.7376308441162
33,4574.676110029221,2.9295551776885986,140.9502832889557
34,4719.158897638321,4.123977184295654,140.34577560424805
35,4841.690452337265,4.0879926681518555,118.43989062309265
36,4987.722997426987,3.5393142700195312,142.4821972846985
37,5131.541253089905,3.6495537757873535,140.1558609008789
38,5275.015815496445,4.917597055435181,138.55387616157532
39,5419.431469917297,3.394059419631958,141.01261496543884
40,5562.567228555679,4.461167335510254,138.6749746799469
41,5704.993376970291,4.634512424468994,137.7827446460724
42,5847.0886487960815,2.7407097816467285,139.33956241607666
43,5991.638832092285,3.4887428283691406,141.06276440620422
44,6111.777736902237,4.223947048187256,115.91739392280579
45,6257.42346739769,3.344188928604126,142.2764868736267
46,6390.15073299408,4.6811041831970215,128.0443696975708
47,6535.283404111862,3.918976306915283,141.2004611492157
48,6683.430592775345,4.467087507247925,143.67132711410522
49,6817.027393341064,5.194737911224365,128.394681930542
50,6963.092729330063,5.517284631729126,140.54848980903625
51,7098.95877456665,5.538559913635254,130.31696677207947
52,7229.755614995956,3.6570839881896973,127.12788462638855
53,7359.4331023693085,4.165102958679199,125.5062804222107
54,7509.232217073441,7.493378162384033,142.30030059814453
