round,round_time,sched_delay,response_collection_time
1,143.03530883789062,7.964862585067749,135.06394743919373
2,240.22505736351013,10.203547954559326,86.98533940315247
3,333.4779245853424,7.123987913131714,86.1281247138977
4,446.0787184238434,10.80096960067749,101.79927134513855
5,582.7171304225922,6.5520758628845215,130.08574104309082
6,727.2985396385193,14.868764877319336,129.71191549301147
7,879.104001045227,13.307018280029297,138.49821209907532
8,1034.6833326816559,4.903700351715088,150.67497396469116
9,1190.4199554920197,6.080989837646484,149.65519738197327
10,1322.8622467517853,12.854593276977539,119.58733820915222
11,1471.1775147914886,5.384024620056152,142.93101167678833
12,1599.3391292095184,17.57994031906128,110.58097100257874
13,1751.248197555542,5.710923671722412,146.19745588302612
14,1861.7043721675873,8.367522239685059,102.08834910392761
15,1979.136384487152,11.493021726608276,105.93836688995361
16,2122.0162596702576,12.011744499206543,130.86737394332886
17,2268.8635947704315,6.690258264541626,140.15551471710205
18,2415.8055996894836,25.010746479034424,121.9308729171753
19,2547.511331319809,8.073241710662842,123.63212943077087
20,2670.0101552009583,9.579618215560913,112.91836953163147
21,2825.327337741852,8.748046875,146.56872510910034
22,2999.4850051403046,11.60477328300476,162.55277252197266
23,3135.7315213680267,9.314487934112549,126.9315025806427
24,3270.5632796287537,12.415442705154419,122.41558241844177
25,3424.3844726085663,9.875754117965698,143.9450719356537
26,3584.7503020763397,15.905899286270142,144.45937514305115
27,3709.0066266059875,10.039198637008667,114.21640920639038
28,3858.204476594925,11.671876430511475,137.52580189704895
29,3999.759374856949,10.245991230010986,131.30830693244934
30,4102.525904417038,7.341069459915161,95.42469120025635
31,4254.100660800934,9.506827354431152,142.06752133369446
32,4376.191269636154,10.857959032058716,111.23218202590942
33,4527.143712759018,5.707850933074951,145.24414443969727
34,4646.941316127777,10.982442855834961,108.81446814537048
35,4774.964443445206,9.412269115447998,118.61046266555786
36,4886.1163330078125,15.232428073883057,95.91904807090759
37,5018.721490859985,6.598438739776611,126.00633573532104
38,5172.471025943756,9.088833332061768,144.66030550003052
39,5306.239315509796,6.596021890640259,127.1718385219574
40,5432.124626398087,21.062309503555298,104.8224549293518
41,5545.081713438034,6.102443218231201,106.85401010513306
42,5684.157340049744,10.496687650680542,128.57818007469177
43,5825.893356084824,7.084502935409546,134.6513364315033
44,5983.994156599045,12.03902292251587,146.0612211227417
45,6123.061718702316,11.681869983673096,127.38533020019531
46,6243.050768136978,10.47103500366211,109.5172598361969
47,6357.796385765076,11.977042436599731,102.76829123497009
48,6475.587024450302,12.146312713623047,105.64376091957092
49,6612.724408864975,9.871853113174438,127.2651093006134
50,6727.211866378784,7.823829174041748,106.66348385810852
51,6856.060684919357,6.345736742019653,122.50236296653748
52,6981.5006811618805,5.65495491027832,119.78458786010742
53,7125.928009271622,7.289100408554077,137.13801455497742
54,7249.611203670502,10.12076210975647,113.56194019317627
55,7358.243549108505,10.800712823867798,97.8313000202179
56,7502.05743098259,6.336402654647827,137.47707867622375
57,7602.220142841339,12.366456985473633,87.79595303535461
58,7736.232914686203,10.102845668792725,123.90957355499268
59,7884.026312112808,22.938743591308594,124.85456085205078
60,8021.14241194725,14.103258848190308,123.01199054718018
61,8126.957129001617,6.937215328216553,98.87701892852783
62,8241.609246253967,8.421059846878052,106.2308828830719
63,8378.247076749802,7.153989315032959,129.48317885398865
64,8526.88396024704,10.998692750930786,137.63785886764526
65,8653.268440961838,7.152472257614136,119.23161506652832
66,8792.100794792175,8.011205434799194,130.82090306282043
67,8940.64366364479,18.846174001693726,129.69626712799072
68,9062.805329561234,5.957933664321899,116.20337390899658
69,9165.03634929657,9.166767597198486,93.06346607208252
70,9296.632225513458,13.944158792495728,117.65126538276672
71,9424.31602191925,9.330086946487427,118.35347628593445
72,9536.671519517899,24.81366991996765,87.54117679595947
73,9655.227729320526,13.58721399307251,104.9688549041748
74,9802.95469379425,7.048213720321655,140.67803263664246
75,9945.455780982971,8.203102111816406,134.29761028289795
76,10080.61207652092,11.714049339294434,123.44184923171997
77,10204.82415676117,8.538370370864868,115.67319989204407
78,10363.474572658539,10.25633955001831,148.39350414276123
79,10521.169440507889,10.600529193878174,147.09390878677368
80,10662.548078298569,13.709231615066528,127.66914081573486
81,10797.673241615295,12.866405725479126,122.25845003128052
82,10937.476535081863,5.355494499206543,134.44722318649292
83,11038.191848516464,8.840677499771118,91.87446141242981
84,11157.92995762825,7.278921604156494,112.45867037773132
85,11294.453849315643,14.994629859924316,121.52854943275452
86,11426.373470306396,6.963186979293823,124.9562258720398
87,11549.574728250504,8.452916622161865,114.74786281585693
88,11664.695256471634,8.961007118225098,106.15888667106628
